Item No.,Location Code,Description,Category,Subcategory,On_Hand_Display,Stock_Value,Last Posting Date,Status,Days Dormant
MCB-043,LF-DEL-01,Anchor  -  Common,MCB,,265286,113199.8,12-11-2025,Slow-Moving,73
PK-O-3106,LF-DEL-01,,PACKAGING,,4523,113120.0,16-10-2025,Slow-Moving,100
B-008,CHE-714,,BRASS,,139,112997.6,12-11-2025,Slow-Moving,73
22001-G,LD-CUT-003,Status Flat 1 Way Switch 6AX (Grey) - G,MODULAR,STATUS,12000,112905.4,18-09-2025,Slow-Moving,128
3266-MW,IN_TRANSIT,Dome Ceiling Rose - MW,SUPPORTED,VALUE,10565,112754.41,12-11-2025,Slow-Moving,73
3212-MW,LF-SIL-017,Gold Medium Dimmer - MW,NON-MODULAR,GOLD,1600,112752.0,01-09-2025,Slow-Moving,145
11108-W,LD-CEN-003,Smile 8HM Plate - W,MODULAR,STATUS,1680,112572.66,13-11-2025,Slow-Moving,72
B-028,LF-SIL-017,,BRASS,,2000,112500.0,12-11-2025,Slow-Moving,73
PWD-047,LF-HAR-E57,Polystrene Red,PC,,365,112500.0,30-10-2025,Slow-Moving,86
25800-W,LF-DEL-01,Assure Main Switch 100A/415V TPN - W,MCB,ASSURE MCB,28,112475.2,01-09-2025,Slow-Moving,145
C-107,RSH-0043,,CUTTING,,261,112367.44,14-11-2025,Slow-Moving,71
1551-W,IN_TRANSIT,,NON-MODULAR,GOLD,8009,112366.2,12-11-2025,Slow-Moving,73
10703-W,LD-LUC-017,Axis 3M Plate - W,MODULAR,STATUS,2548,112146.13,27-10-2025,Slow-Moving,89
SFG-2711-HAR-MW,LF-HAR-E57,SFG - Gold MCB 4*1 with Box 6/16A,SFG,,2895,112137.3,31-10-2025,Slow-Moving,85
MCB-14616,LF-HAR-E57,Nano MCB C - 16A DP,MCB,,1512,112069.44,01-09-2025,Slow-Moving,145
10106-W,LD-CUT-003,Status MCB 6A SP - W,MODULAR,STATUS,520,112031.17,05-09-2025,Slow-Moving,141
10706-W,LD-DHA-007,,MODULAR,STATUS,1510,112007.54999999999,11-11-2025,Slow-Moving,74
SC-011,LF-SIL-017,Pkg Screw 16A (Golden),SCREW,,4256,111954.03,04-11-2025,Slow-Moving,81
10512-GG,IN_TRANSIT,,MODULAR,STATUS,900,111915.0,13-11-2025,Slow-Moving,72
OTH-063,LF-HAR-E57,Led Bulb Makhni,OTHER RM,,32500,111720.0,29-10-2025,Slow-Moving,87
SFG-2351-W,LF-AND-28,SFG  -  Super Gold 5*1 6/16A  -  Off White,SFG,,1191,111699.8,13-11-2025,Slow-Moving,72
B-116,UTT-0121,3pin soc brass part with SS Sc,BRASS,,66,111498.59,07-11-2025,Slow-Moving,78
1451-W,LD-CUT-003,,NON-MODULAR,GOLD,5820,111112.91,12-11-2025,Slow-Moving,73
4131-MX,LD-JAI-014,PVC Insulation Tape - MX,SUPPORTED,ALLIED,8645,111109.12,25-10-2025,Slow-Moving,91
11103-W,IN_TRANSIT,Smile 3M Plate - W,MODULAR,STATUS,4198,111087.05,13-11-2025,Slow-Moving,72
7150-BL,IN_TRANSIT,,WIRE,ECO-FR,130,110900.4,08-11-2025,Slow-Moving,77
9256-W,LD-RAI-022,Status 2 Way Switch 6AX - W,MODULAR,STATUS,2580,110749.20000000001,27-10-2025,Slow-Moving,89
9891-W,LD-LUC-017,Status Chrome 1 Way Switch 6AX - W,MODULAR,STATUS,7588,110727.23,11-11-2025,Slow-Moving,74
5150-BL,LD-RIS-23A,Trisafe+ Wires 1.50 Sq.mm. 90mtr 1100V PVC Ins. H.V. Ind. Cable - BL,WIRE,TRISAFE+,50,110676.47,31-10-2025,Slow-Moving,85
PK-P-6600,LF-HAR-E57,Wire 6mm Pouch (180Mtr),PACKAGING,,6890,110584.5,01-09-2025,Slow-Moving,145
10809-SR,LF-VAS-006,Axis 8SQM Forest Colour Plate - SR,MODULAR,STATUS,760,110542.0,01-09-2025,Slow-Moving,145
SFG-1212-BL,LF-VAS-006,,SFG,,226,110477.78,31-10-2025,Slow-Moving,85
SFG-10506-GG,LF-VAS-006,,SFG,,200,110257.15,31-10-2025,Slow-Moving,85
9856-CL,IN_TRANSIT,Fresh Modular Foot Lamp (3M/4M) - CL,MODULAR,STATUS,1044,110243.98000000001,12-11-2025,Slow-Moving,73
11103-W,LD-CEN-003,,MODULAR,STATUS,3940,110115.2,13-11-2025,Slow-Moving,72
22061-G,LW-GHA-59,Status Neon Indicator (Grey) - G,MODULAR,STATUS - GREY ACC,2820,110112.88,02-09-2025,Slow-Moving,144
MCB-080,MAN-735,Mp Chassis For Triprite Mcb,MCB,,12750,110100.0,15-10-2025,Slow-Moving,101
LED-17100-WL,LF-VAS-006,FG Skylight 100W LED Smart Lens Type Flood Light  -  WL,LED,,1,110000.0,18-09-2025,Slow-Moving,128
22132-G,LF-HAR-E57,,MODULAR,STATUS - GREY ACC,520,109995.6,12-11-2025,Slow-Moving,73
6806-W,LD-CUT-003,,MODULAR,MODULAR BOXES,480,109980.81,25-10-2025,Slow-Moving,91
14316-MC,LF-HAR-E57,Platinum 16M Colour Plate (PM/RV/MC) - MC,MODULAR,PLATINUM,430,109830.6,06-10-2025,Slow-Moving,110
16116-CL,IN_TRANSIT,Skylight 16W LED Spectrum Downlight Square Panel - CL,LIGHTING,SKYLIGHT LED,833,109714.53,13-11-2025,Slow-Moving,72
19509-G,LF-HAR-G1,Estella 8SQM Pure Colour Plate - G,MODULAR,ESTELLA,1180,109633.8,13-10-2025,Slow-Moving,103
4131-MX,LD-KOL-015,PVC Insulation Tape - MX,SUPPORTED,ALLIED,10620,109566.3,24-10-2025,Slow-Moving,92
2356-MW,LD-COI-006,,NON-MODULAR,GOLD,562,109473.39,03-11-2025,Slow-Moving,82
6804-W,IN_TRANSIT,Modular Gang Box 4M - W,MODULAR,MODULAR BOXES,2534,109442.92,13-11-2025,Slow-Moving,72
2511-MW,IN_TRANSIT,Pearl Angle Holder - MW,SUPPORTED,VALUE,7441,109363.2,13-11-2025,Slow-Moving,72
PK-I-2251,LF-HAR-E57,Gold 3x1 Box Inner,PACKAGING,,28823,109288.72,06-10-2025,Slow-Moving,110
10712-W,LD-RIS-23A,Axis 12M Plate - W,MODULAR,STATUS,790,109269.88,24-10-2025,Slow-Moving,92
18502-W,IN_TRANSIT,Estella 2M Plate - W,MODULAR,ESTELLA,3171,108891.09,13-11-2025,Slow-Moving,72
C-071,DAK-1534,,CUTTING,,3010,108800.0,08-11-2025,Slow-Moving,77
MCB-3908,LF-DEL-01,,FG,,255,108750.0,12-11-2025,Slow-Moving,73
16450-GR,LD-RIS-23A,Skylight LED Mood Rope Light 120 LED (50mtr) with Connector - GR,LIGHTING,SKYLIGHT LED,58,108708.38,19-10-2025,Slow-Moving,97
PK-I-1621,LF-SIL-017,Gold 3pin Socket Inner,PACKAGING,,172993,108698.23999999999,12-11-2025,Slow-Moving,73
SFG-2531-HAR-MW,LF-HAR-E57,SFG - Pearl Ceiling Rose,SFG,,24388,108696.96,06-10-2025,Slow-Moving,110
18532-W,LF-HAR-G1,Estella MCB 32A DP - W,MODULAR,ESTELLA,633,108686.81000000001,28-10-2025,Slow-Moving,88
SFG-1218-W,LF-VAS-006,,SFG,,192,108565.76,04-11-2025,Slow-Moving,81
2496-MW,LD-COI-006,X - 5 Converter 6/16A - MW,SUPPORTED,VALUE,1680,108500.18,10-11-2025,Slow-Moving,75
26100-W,LF-DEL-01,Assure MCCB 100A TP - W,MCB,ASSURE MCB,82,108375.19,01-09-2025,Slow-Moving,145
19006-G,LD-PAT-021,Estella 2 Way Switch 10AX (Grey) - G,MODULAR,ESTELLA,2220,108326.46,11-11-2025,Slow-Moving,74
1112-W,LF-HAR-E57,Conwood 4.5*6.5 - W,NON-MODULAR,CONWOOD,1330,108307.95000000001,06-10-2025,Slow-Moving,110
17250-CL,LD-LUC-017,Skylight 50W LED Smart Lens type Street Light - CL,LIGHTING,SKYLIGHT LED,135,108274.0,30-09-2025,Slow-Moving,116
9376-W,LD-ZIR-028,,MODULAR,STATUS,815,108262.78,12-11-2025,Slow-Moving,73
9296-W,IN_TRANSIT,Status Dual Bell Push 6A with Ind. - W,MODULAR,STATUS,2622,108236.41,13-11-2025,Slow-Moving,72
SFG-10606-CB,LF-VAS-006,,SFG,,206,108212.31,06-11-2025,Slow-Moving,79
5250-BK,LD-SRI-025,,WIRE,TRISAFE+,50,108204.0,27-10-2025,Slow-Moving,89
1118-W,LF-HAR-E57,Conwood 8.5*10.5 - W,NON-MODULAR,CONWOOD,800,108186.9,01-09-2025,Slow-Moving,145
9356-W,LD-CUT-003,Status Blank Plate - W,MODULAR,STATUS,8970,108091.21,31-10-2025,Slow-Moving,85
PK-1601,LF-SIL-017,Hologram for Piece,PACKAGING,,4518416,108000.0,28-10-2025,Slow-Moving,88
2571-W,LD-JAI-014,Energy Meter 5 - 30a Lcd Display - W,SUPPORTED,ALLIED,288,107939.60999999999,13-11-2025,Slow-Moving,72
16112-CL,IN_TRANSIT,Skylight 12W LED Slim Square Panel - CL,LIGHTING,SKYLIGHT LED,787,107900.13,13-11-2025,Slow-Moving,72
5150-Y,IN_TRANSIT,,WIRE,TRISAFE+,123,107873.43,11-11-2025,Slow-Moving,74
2781-W,IN_TRANSIT,Hero 2 Pin Flex Box 4mtr - W,SUPPORTED,VALUE,1021,107867.4,08-11-2025,Slow-Moving,77
OTH-052,PLA-416,Holder Aluminium Ring,OTHER RM,,86429,107856.0,10-11-2025,Slow-Moving,75
24106-W,IN_TRANSIT,,MCB,ASSURE MCB,252,107740.98999999999,11-11-2025,Slow-Moving,74
4291-W,LD-VIJ-027,Gold Double Combine 6A with Box & Ind. - W,NON-MODULAR,GOLD,995,107601.77,09-10-2025,Slow-Moving,107
14912-BG,IN_TRANSIT,Hi Glass 12M Plate - BG,MODULAR,PLATINUM,527,107557.48,13-11-2025,Slow-Moving,72
PWD-162,LF-HAR-E57,Diffuser PC 2805  -  021631,PC,,326,107500.0,20-09-2025,Slow-Moving,126
16420-CL,LD-GWA-010,,LIGHTING,SKYLIGHT LED,482,107441.44,12-11-2025,Slow-Moving,73
MLWM-1966-T,LF-SIL-017,,MOULDING WITH MTRL,,60000,107400.0,30-10-2025,Slow-Moving,86
7250-R,LD-IND-012,,WIRE,ECO-FR,74,107361.63,30-10-2025,Slow-Moving,86
CLPL-14604,LF-HAR-E57,4M ABS Ring with Chrome,CLPL,,7500,107250.0,25-10-2025,Slow-Moving,91
PWD-142,LF-HAR-E57,PC Process Cream,PC,,550,107250.0,01-09-2025,Slow-Moving,145
3086-W,LF-AND-28,Metal Plate 1000w Flush Dimmer - W,SUPPORTED,ALLIED,860,107216.2,01-09-2025,Slow-Moving,145
16506-CLPGB,LW-BHI-58,Skylight 6+3W LED Duet Double Colour Round Panel - CLPGB,LIGHTING,SKYLIGHT LED,277,107191.92,16-10-2025,Slow-Moving,100
2406-MW,LD-DHA-007,Deluxe Surface D.P. 32A - MW,NON-MODULAR,GOLD,1390,107008.15,12-11-2025,Slow-Moving,73
C-011,LF-HAR-E57,,CUTTING,,645,107000.0,28-10-2025,Slow-Moving,88
PK-O-19001,LF-VAS-006,Estella Swt Grey Outer,PACKAGING,,5115,106962.5,07-10-2025,Slow-Moving,109
4306-MW,IN_TRANSIT,Gold MCB Surface D.P. Switch 32A - MW,NON-MODULAR,GOLD,985,106908.37,13-11-2025,Slow-Moving,72
17012-CL,IN_TRANSIT,Skylight 12W LED Glitz Frameless Surface Round Panel - CL,LIGHTING,SKYLIGHT LED,1050,106743.55,13-11-2025,Slow-Moving,72
24640-W,LD-DHA-007,Assure R.C.C.B. 40A D.P. (30mA) - W,MCB,ASSURE MCB,114,106692.54999999999,30-09-2025,Slow-Moving,116
2991-W,IN_TRANSIT,,SUPPORTED,VALUE,665,106638.88,08-11-2025,Slow-Moving,77
8511-W,LW-BHI-58,PM CONA Teron Standard Wall Board - Promotional - W,PROMOTIONAL PRODUCTS,POP,779,106509.8,10-11-2025,Slow-Moving,75
14918-BG,IN_TRANSIT,Hi Glass 18M Plate - BG,MODULAR,PLATINUM,407,106482.45999999999,13-11-2025,Slow-Moving,72
4240-W,LD-GWA-010,TripRite Isolator 40A DP - W,MCB,TRIPRITE MCB,705,106467.96,03-11-2025,Slow-Moving,82
MCB-24108,LF-DEL-01,FG  -  Bold Dbs 8way (Spn),FG,,317,106195.0,06-10-2025,Slow-Moving,110
2496-MW,LD-RAI-022,X - 5 Converter 6/16A - MW,SUPPORTED,VALUE,1939,105996.7,31-10-2025,Slow-Moving,85
PK-PL-9381,LF-HAR-E57,,PACKAGING,,215930,105991.82999999999,29-10-2025,Slow-Moving,87
16203-GR,LW-BHI-58,,LIGHTING,SKYLIGHT LED,1830,105824.66,12-11-2025,Slow-Moving,73
9251-W,LD-DHA-007,Status 1 Way Switch 6AX - W,MODULAR,STATUS,12000,105787.68,08-09-2025,Slow-Moving,138
9251-W,LD-RIS-23A,,MODULAR,STATUS,11622,105787.68,31-10-2025,Slow-Moving,85
B-191,LF-HAR-E57,,BRASS,,135,105750.0,13-11-2025,Slow-Moving,72
C-116,LF-HAR-E57,"D Type 6A 2w Zula (0.70mm Brass) with Copper Rivet, With Notch (Yellow Plating) Design per PM CONA",CUTTING,,501,105632.6,06-10-2025,Slow-Moving,110
2931-W,LD-COI-006,Parrot Musical Chime - W,SUPPORTED,VALUE,867,105520.81,26-09-2025,Slow-Moving,120
14041-W,LD-SRI-025,Platinum Dual 1 Way Switch 20A with Ind. - W,MODULAR,PLATINUM,775,105490.45999999999,13-11-2025,Slow-Moving,72
19061-G,LD-MEE-019,Estella 3 Pin Socket 6A (Grey) - G,MODULAR,ESTELLA,2582,105395.44,31-10-2025,Slow-Moving,85
10709-G,IN_TRANSIT,,MODULAR,STATUS,1460,105245.89,11-11-2025,Slow-Moving,74
16203-CL,LW-GHA-59,Skylight 3W LED Galaxy Concealed Light - CL,LIGHTING,SKYLIGHT LED,3695,105153.04000000001,25-09-2025,Slow-Moving,121
9236-MW,LD-JAI-014,Wawa Combine 6/16A with Box - MW,NON-MODULAR,WAWA,1224,105088.62,13-11-2025,Slow-Moving,72
C-229,LF-SIL-017,MS U Bolt (34 - 38 size),CUTTING,,76000,105000.0,15-10-2025,Slow-Moving,101
POP-081,LF-AND-28,PM CONA Regulator Bag,POP,,581,105000.0,10-10-2025,Slow-Moving,106
17619-CL,LD-GWA-010,Skylight 9W LED Lunar Emergency Bulb - CL,LIGHTING,SKYLIGHT LED,298,104848.48,15-10-2025,Slow-Moving,101
17619-CL,LD-JAI-014,Skylight 9W LED Lunar Emergency Bulb - CL,LIGHTING,SKYLIGHT LED,800,104848.48,31-10-2025,Slow-Moving,85
6704-W,LF-HAR-E57,,MODULAR,MODULAR BOXES,5270,104828.5,12-11-2025,Slow-Moving,73
21076-W,LW-BHI-58,,MODULAR,TERON,720,104712.0,07-11-2025,Slow-Moving,78
18081-W,LD-LUC-017,,MODULAR,ESTELLA,631,104549.69,27-10-2025,Slow-Moving,89
9236-MW,LD-COI-006,Wawa Combine 6/16A with Box - MW,NON-MODULAR,WAWA,1190,104527.26999999999,23-10-2025,Slow-Moving,93
25032-W,LF-DEL-01,Assure Busbar 32A/415V - W,MCB,ASSURE MCB,124,104524.56,01-09-2025,Slow-Moving,145
9386-W,LD-RIS-23A,,MODULAR,STATUS,9,104352.9,17-10-2025,Slow-Moving,99
9326-W,LD-PAT-021,Status Neon Indicator - W,MODULAR,STATUS,1920,104276.39,10-10-2025,Slow-Moving,106
B-038,LF-AND-28,,BRASS,,855,104102.17,13-11-2025,Slow-Moving,72
PK-1601,LF-AND-28,Hologram for Piece,PACKAGING,,5809145,103999.02,12-11-2025,Slow-Moving,73
18066-W,LF-VAS-006,Estella Universal Socket 6/16A with Shutter - W,MODULAR,ESTELLA,6503,103915.18,11-11-2025,Slow-Moving,74
19081-G,LF-HAR-G1,Estella Mini Step Fan Regulator (Grey) - G,MODULAR,ESTELLA,899,103778.51999999999,12-11-2025,Slow-Moving,73
PWD-061,LF-AND-28,Gold Urea (2215) for 6A,UREA,,923,103600.01000000001,30-10-2025,Slow-Moving,86
9481-W,LD-PAT-021,Status Aero Medium Step Fan Reg - W,MODULAR,STATUS,900,103570.92,03-11-2025,Slow-Moving,82
2526-MW,LD-GWA-010,Dome Angle Holder - MW,SUPPORTED,VALUE,1586,103515.23999999999,31-10-2025,Slow-Moving,85
10708-W,LD-LUC-017,Axis 8HM Plate - W,MODULAR,STATUS,1356,103507.92,30-10-2025,Slow-Moving,86
MCB-22110,LF-HAR-E57,SFG  -  Tiny MCB C - 10A SP (Grey),MCB,,1826,103494.0,29-10-2025,Slow-Moving,87
MLWM-1861-B-W-SIL,LF-SIL-017,Gold KK Base,MOULDING WITH MTRL,,105600,103488.0,19-09-2025,Slow-Moving,127
MLWM-2246-P-MW-HAR,LF-HAR-E57,,MOULDING WITH MTRL,,10810,103463.8,13-10-2025,Slow-Moving,103
3196-W,LD-VIJ-027,Gold Mini Dimmer - W,NON-MODULAR,GOLD,1520,103184.87000000001,09-10-2025,Slow-Moving,107
PK-O-4625,LF-DEL-01,Changeover Common Outer For Triprite,PACKAGING,,7165,103179.96,12-11-2025,Slow-Moving,73
17630-CL,LD-CUT-012,,LIGHTING,SKYLIGHT LED,480,103148.78,31-10-2025,Slow-Moving,85
PO-002,LF-AND-28,,PORCELAIN,,153,103027.01,13-11-2025,Slow-Moving,72
PK-M-012,LF-HAR-E57,,PACKAGING,,100,103000.0,27-10-2025,Slow-Moving,89
9381-W,LD-KOL-015,,MODULAR,STATUS,900,102983.19,29-10-2025,Slow-Moving,87
SFG-19506-G,LF-VAS-006,,SFG,,1786,102953.76,13-11-2025,Slow-Moving,72
5250-BK,LD-PAT-021,Trisafe+ Wires 2.50 Sq.mm. 90mtr 1100V PVC Ins. H.V. Ind. Cable - BK,WIRE,TRISAFE+,31,102793.8,25-10-2025,Slow-Moving,91
10106-W,LD-PAT-021,Status MCB 6A SP - W,MODULAR,STATUS,120,102677.44,06-10-2025,Slow-Moving,110
16422-CL,LD-ROH-024,Skylight 22W LED Iris T - 5 - CL,LIGHTING,SKYLIGHT LED,1200,102589.94,31-10-2025,Slow-Moving,85
14191-W,LD-MEE-019,Platinum 3 Pin Socket 6A - W,MODULAR,PLATINUM,2434,102451.68,31-10-2025,Slow-Moving,85
10706-W,LD-MEE-019,,MODULAR,STATUS,831,102383.61,31-10-2025,Slow-Moving,85
1686-MW,LD-HUB-029,Gold Universal Socket 6/16A - MW,NON-MODULAR,GOLD,1600,102355.93,11-11-2025,Slow-Moving,74
10618-CB,LF-VAS-006,Edge 18M Forest Colour Plate - CB,MODULAR,STATUS,4,102216.04,06-10-2025,Slow-Moving,110
4240-W,LD-RIS-23A,TripRite Isolator 40A DP - W,MCB,TRIPRITE MCB,624,102213.94,31-10-2025,Slow-Moving,85
19512-G,LD-LUC-017,Estella 12M Pure Colour Plate - G,MODULAR,ESTELLA,591,102148.24,24-09-2025,Slow-Moving,122
PK-P-6400,LF-HAR-E57,Wire 4mm Pouch (180Mtr),PACKAGING,,9033,102072.9,01-09-2025,Slow-Moving,145
10706-W,LD-ROH-024,,MODULAR,STATUS,1181,101825.04,13-11-2025,Slow-Moving,72
1312-DS,IN_TRANSIT,,MODULAR,STATUS,840,101776.57,13-11-2025,Slow-Moving,72
MLWM-2406-D,LF-AND-28,Plastic DP Dabbi  -  With Material,MOULDING WITH MTRL,,145730,101694.0,12-11-2025,Slow-Moving,73
22001-G,LD-PAT-021,,MODULAR,STATUS,8340,101578.1,10-11-2025,Slow-Moving,75
14309-PM,LF-HAR-E57,Platinum 8M Sq. Col Plate (PM/RV/MC) - PM,MODULAR,PLATINUM,600,101466.0,01-09-2025,Slow-Moving,145
16920-CL,LD-SRI-025,Skylight 20W LED Capsule BulkHead Light - CL,LIGHTING,SKYLIGHT LED,457,101459.56999999999,30-10-2025,Slow-Moving,86
2551-W,LD-JAI-014,Energy Meter 5 - 30a Counter Type - W,SUPPORTED,ALLIED,259,101400.6,10-11-2025,Slow-Moving,75
10302-W,LF-HAR-E57,,MODULAR,STATUS,7080,101398.6,12-11-2025,Slow-Moving,73
10312-W,LD-LUC-017,,MODULAR,STATUS,381,101393.59,27-10-2025,Slow-Moving,89
7100-R,IN_TRANSIT,,WIRE,ECO-FR,168,101384.45999999999,08-11-2025,Slow-Moving,77
14191-W,LD-ROH-024,Platinum 3 Pin Socket 6A - W,MODULAR,PLATINUM,3000,101372.92,12-11-2025,Slow-Moving,73
18001-W,LD-GWA-010,Estella 1 Way Switch 10AX - W,MODULAR,ESTELLA,4830,101358.0,16-10-2025,Slow-Moving,100
16409-CLPGB,LD-DHA-007,,LIGHTING,SKYLIGHT LED,1100,101313.28,13-11-2025,Slow-Moving,72
16409-CLPGB,LW-GHA-59,Skylight 8+8W LED Galaxy Double Colour Concealed Light - CLPGB,LIGHTING,SKYLIGHT LED,1100,101313.28,20-09-2025,Slow-Moving,126
SFG-14171-HAR-W,LF-HAR-E57,SFG - Platinum Universal Raised Socket 6/16A,SFG,,4352,101172.06,31-10-2025,Slow-Moving,85
16550-CL,LD-SRI-025,Skylight 50W LED Flash Lens Type Flood Light - CL,LIGHTING,SKYLIGHT LED,136,101167.85,13-11-2025,Slow-Moving,72
1621-W,LD-RAI-022,,NON-MODULAR,GOLD,4330,100954.94,10-11-2025,Slow-Moving,75
9366-W,LD-MEE-019,Status Mini Dimmer - W,MODULAR,STATUS,187,100930.81,03-11-2025,Slow-Moving,82
3132-W,LD-CUT-012,TripRite C - MCB 32A SP - W,MCB,TRIPRITE MCB,1295,100905.66,22-10-2025,Slow-Moving,94
4625-W,LF-DEL-01,TripRite Changeover 25A DP - W,MCB,TRIPRITE MCB,156,100846.07999999999,06-10-2025,Slow-Moving,110
10312-W,LD-PAT-021,Solo 12M Plate - W,MODULAR,STATUS,1160,100830.28,31-10-2025,Slow-Moving,85
SFG-10512-SB,LF-VAS-006,SFG  -  Status Edge Shimmer Black 12M Plate,SFG,,60,100792.9,08-10-2025,Slow-Moving,108
2406-MW,LW-GHA-59,,NON-MODULAR,GOLD,1640,100762.44,05-11-2025,Slow-Moving,80
19066-G,LD-CEN-003,,MODULAR,ESTELLA,1440,100750.62,31-10-2025,Slow-Moving,85
1621-MW,LD-HUB-029,,NON-MODULAR,GOLD,3700,100651.33,11-11-2025,Slow-Moving,74
MLWM-9376-P,LF-AND-28,,MOULDING WITH MTRL,,62814,100640.0,12-11-2025,Slow-Moving,73
3232-W,LD-CUT-012,,MCB,TRIPRITE MCB,690,100430.8,22-10-2025,Slow-Moving,94
2251-MW,LD-HUB-029,Gold Combine 6/16A with Box & Ind. - MW,NON-MODULAR,GOLD,1155,100345.28,12-11-2025,Slow-Moving,73
MLWM-4346-P-HAR,LF-HAR-E57,Lite 3*1 Combine Plate,MOULDING WITH MTRL,,64320,100327.5,11-10-2025,Slow-Moving,105
19425-G,IN_TRANSIT,Estella MCB 25A SP (Grey) - G,MODULAR,ESTELLA,1091,100258.36,13-11-2025,Slow-Moving,72
2251-MW,LD-LUC-017,,NON-MODULAR,GOLD,892,100244.43,27-10-2025,Slow-Moving,89
MLWM-1061-K-MW-SIL,LF-SIL-017,Super 1 way Switch Knob SIL,MOULDING WITH MTRL,,204894,100159.36,10-11-2025,Slow-Moving,75
PK-PL-9316,LF-AND-28,Status Socket Plain Panni (101 x 120),PACKAGING,,266185,100150.3,12-11-2025,Slow-Moving,73
OTH-234,LF-HAR-E57,Key Tag Red Led 2x5mm,OTHER RM,,33370,100110.0,06-10-2025,Slow-Moving,110
22006-G,LD-RAI-022,Status Flat 2 Way Switch 6AX (Grey) - G,MODULAR,STATUS - GREY ACC,1500,100068.9,24-09-2025,Slow-Moving,122
B-006,SAT-0063,Uni 8x9 (16A Soc) With SS Scre,BRASS,,125,100051.2,05-11-2025,Slow-Moving,80
B-006,SAU-2125,Uni 8x9 (16A Soc) With SS Scre,BRASS,,25,100051.2,29-10-2025,Slow-Moving,87
B-006,SUS-1621,Uni 8x9 (16A Soc) With SS Scre,BRASS,,125,100051.2,12-11-2025,Slow-Moving,73
B-006,VKT-0120,Uni 8x9 (16A Soc) With SS Scre,BRASS,,125,100051.2,05-11-2025,Slow-Moving,80
4131-MX,LD-ROH-024,PVC Insulation Tape - MX,SUPPORTED,ALLIED,15180,100032.0,28-10-2025,Slow-Moving,88
21016-W,IN_TRANSIT,Teron 1 Way Switch 16A - W,MODULAR,TERON,3932,100026.12000000001,12-11-2025,Slow-Moving,73
17100-CL,LD-BAN-002,Skylight 100W LED Smart Lens Type Flood Light - CL,LIGHTING,SKYLIGHT LED,115,99990.0,23-09-2025,Slow-Moving,123
17100-CL,LD-LUC-017,Skylight 100W LED Smart Lens Type Flood Light - CL,LIGHTING,SKYLIGHT LED,60,99990.0,13-10-2025,Slow-Moving,103
17050-CL,LD-GWA-010,,LIGHTING,SKYLIGHT LED,53,99934.0,29-10-2025,Slow-Moving,87
17050-CL,LD-LUC-017,Skylight 50W LED Smart Lens Type Flood Light - CL,LIGHTING,SKYLIGHT LED,120,99934.0,16-10-2025,Slow-Moving,100
2406-MW,LD-GWA-010,Deluxe Surface D.P. 32A - MW,NON-MODULAR,GOLD,1537,99874.26000000001,06-11-2025,Slow-Moving,79
3291-W,LF-PAL-A03,Colour 6*1 Power Strip 4mtr 6A - W,SUPPORTED,VALUE,375,99645.35,27-10-2025,Slow-Moving,89
19001-G,LD-RIS-23A,Estella 1 Way Switch 10AX (Grey) - G,MODULAR,ESTELLA,4740,99554.09,31-10-2025,Slow-Moving,85
MCB-25015,LF-DEL-01,SFG  -  Assure ACCL SPN 15A,MCB,,199,99500.0,12-11-2025,Slow-Moving,73
9316-W,LF-SIL-017,,MODULAR,STATUS,45233,99356.2,13-11-2025,Slow-Moving,72
11112-W,LD-GWA-010,Smile 12M Plate - W,MODULAR,STATUS,1361,99316.29000000001,27-10-2025,Slow-Moving,89
B-052,LF-HAR-E57,16A Sq Dtc 1/8,BRASS,,160,99200.0,01-09-2025,Slow-Moving,145
9751-W,LD-DHA-007,Status Step 1 Way Switch 6AX - W,MODULAR,STATUS,7200,99187.2,08-09-2025,Slow-Moving,138
9891-W,LD-MEE-019,Status Chrome 1 Way Switch 6AX - W,MODULAR,STATUS,6908,99169.39,12-11-2025,Slow-Moving,73
10816-SR,LF-VAS-006,Axis 16M Forest Colour Plate - SR,MODULAR,STATUS,480,98971.2,01-09-2025,Slow-Moving,145
1946-MW,IN_TRANSIT,Curve Multi Plug 6A - MW,SUPPORTED,VALUE,4031,98897.9,13-11-2025,Slow-Moving,72
4361-W,LF-PAL-A03,Drop 3 Pin Flex Box 4mtr - W,SUPPORTED,VALUE,95,98810.36,07-10-2025,Slow-Moving,109
18076-W,LD-GWA-010,Estella Universal Socket 6/16A - W,MODULAR,ESTELLA,620,98611.56,16-10-2025,Slow-Moving,100
B-028,LF-HAR-E57,,BRASS,,1415,98600.0,30-10-2025,Slow-Moving,86
SFG-10808-NW,LF-VAS-006,,SFG,,100,98400.0,06-11-2025,Slow-Moving,79
9236-MW,LD-GWA-010,,NON-MODULAR,WAWA,730,98378.61,27-10-2025,Slow-Moving,89
16251-CL,LD-RIS-23A,Skylight 50W LED Max Lens type Street Light - CL,LIGHTING,SKYLIGHT LED,149,98376.5,24-10-2025,Slow-Moving,92
10712-W,LD-ZIR-028,,MODULAR,STATUS,740,98342.89,27-10-2025,Slow-Moving,89
2231-MW,LD-RIS-23A,,SUPPORTED,VALUE,870,98148.29,24-10-2025,Slow-Moving,92
2226-W,LD-BAN-002,,SUPPORTED,VALUE,660,98118.96,13-11-2025,Slow-Moving,72
