SO_No,SO_Date,Completely_Shipped,Shipment_Status
SO/CUT1/26/01493,2025-08-31,1,Fully Shipped
SO/CUT1/26/01494,2025-08-31,1,Fully Shipped
SO/CUT1/26/01495,2025-08-31,1,Fully Shipped
SO/CUT1/26/01496,2025-08-31,1,Fully Shipped
SO/CUT1/26/01497,2025-08-31,1,Fully Shipped
SO/CUT1/26/01498,2025-08-31,1,Fully Shipped
SO/CUT1/26/01499,2025-08-31,1,Fully Shipped
SO/CUT1/26/01500,2025-08-31,1,Fully Shipped
SO/CUT1/26/01501,2025-08-31,1,Fully Shipped
SO/CUT1/26/01502,2025-08-31,1,Fully Shipped
SO/CUT1/26/01503,2025-08-31,1,Fully Shipped
SO/CUT1/26/01504,2025-08-31,1,Fully Shipped
SO/CUT1/26/01505,2025-08-31,1,Fully Shipped
SO/CUT1/26/01506,2025-08-31,1,Fully Shipped
SO/CUT1/26/01507,2025-08-31,1,Fully Shipped
SO/CUT1/26/01508,2025-08-31,1,Fully Shipped
SO/CUT1/26/01509,2025-08-31,1,Fully Shipped
SO/CUT1/26/01510,2025-08-31,1,Fully Shipped
SO/CUT1/26/01511,2025-08-31,1,Fully Shipped
SO/CUT1/26/01512,2025-08-31,1,Fully Shipped
SO/CUT1/26/01513,2025-08-31,1,Fully Shipped
SO/CUT1/26/01514,2025-08-31,1,Fully Shipped
SO/CUT1/26/01515,2025-08-31,1,Fully Shipped
SO/CUT1/26/01516,2025-08-31,1,Fully Shipped
SO/CUT1/26/01517,2025-08-31,1,Fully Shipped
SO/CUT1/26/01518,2025-08-31,1,Fully Shipped
SO/CUT1/26/01519,2025-08-31,1,Fully Shipped
SO/CUT1/26/01520,2025-08-31,1,Fully Shipped
SO/CUT1/26/01521,2025-08-31,1,Fully Shipped
SO/CUT1/26/01522,2025-08-31,1,Fully Shipped
SO/CUT1/26/01523,2025-08-31,1,Fully Shipped
SO/CUT1/26/01524,2025-08-31,1,Fully Shipped
SO/CUT1/26/01525,2025-08-31,1,Fully Shipped
SO/CUT1/26/01526,2025-08-31,1,Fully Shipped
SO/CUT1/26/01527,2025-08-31,0,Not Shipped
SO/CUT1/26/01528,2025-09-05,1,Fully Shipped
SO/CUT1/26/01529,2025-09-05,1,Fully Shipped
SO/CUT1/26/01530,2025-09-06,1,Fully Shipped
SO/CUT1/26/01531,2025-09-06,0,Not Shipped
SO/CUT1/26/01532,2025-09-06,1,Fully Shipped
SO/CUT1/26/01533,2025-09-06,1,Fully Shipped
SO/CUT1/26/01534,2025-09-06,1,Fully Shipped
SO/CUT1/26/01535,2025-09-06,1,Fully Shipped
SO/CUT1/26/01536,2025-09-06,1,Fully Shipped
SO/CUT1/26/01537,2025-09-06,1,Fully Shipped
SO/CUT1/26/01538,2025-09-08,1,Fully Shipped
SO/CUT1/26/01539,2025-09-08,1,Fully Shipped
SO/CUT1/26/01540,2025-09-09,1,Fully Shipped
SO/CUT1/26/01541,2025-09-09,1,Fully Shipped
SO/CUT1/26/01542,2025-09-09,1,Fully Shipped
SO/CUT1/26/01543,2025-09-10,1,Fully Shipped
SO/CUT1/26/01544,2025-09-10,1,Fully Shipped
SO/CUT1/26/01545,2025-09-10,1,Fully Shipped
SO/CUT1/26/01546,2025-09-11,1,Fully Shipped
SO/CUT1/26/01547,2025-09-11,1,Fully Shipped
SO/CUT1/26/01548,2025-09-11,1,Fully Shipped
SO/CUT1/26/01549,2025-09-11,1,Fully Shipped
SO/CUT1/26/01550,2025-09-08,1,Fully Shipped
SO/CUT1/26/01551,2025-09-12,1,Fully Shipped
SO/CUT1/26/01552,2025-09-13,1,Fully Shipped
SO/CUT1/26/01553,2025-09-15,1,Fully Shipped
SO/CUT1/26/01554,2025-09-15,1,Fully Shipped
SO/CUT1/26/01555,2025-09-15,1,Fully Shipped
SO/CUT1/26/01556,2025-09-15,1,Fully Shipped
SO/CUT1/26/01557,2025-09-15,1,Fully Shipped
SO/CUT1/26/01558,2025-09-15,1,Fully Shipped
SO/CUT1/26/01559,2025-09-15,1,Fully Shipped
SO/CUT1/26/01560,2025-09-16,1,Fully Shipped
SO/CUT1/26/01561,2025-09-16,1,Fully Shipped
SO/CUT1/26/01562,2025-09-16,1,Fully Shipped
SO/CUT1/26/01563,2025-09-08,1,Fully Shipped
SO/CUT1/26/01564,2025-09-17,1,Fully Shipped
SO/CUT1/26/01565,2025-09-17,1,Fully Shipped
SO/CUT1/26/01566,2025-09-17,1,Fully Shipped
SO/CUT1/26/01567,2025-09-18,1,Fully Shipped
SO/CUT1/26/01568,2025-09-18,1,Fully Shipped
SO/CUT1/26/01569,2025-09-18,1,Fully Shipped
SO/CUT1/26/01570,2025-09-19,1,Fully Shipped
SO/CUT1/26/01571,2025-09-19,1,Fully Shipped
SO/CUT1/26/01572,2025-09-19,1,Fully Shipped
SO/CUT1/26/01573,2025-09-19,1,Fully Shipped
SO/CUT1/26/01574,2025-09-20,1,Fully Shipped
SO/CUT1/26/01575,2025-09-20,1,Fully Shipped
SO/CUT1/26/01576,2025-09-20,1,Fully Shipped
SO/CUT1/26/01577,2025-09-20,1,Fully Shipped
SO/CUT1/26/01578,2025-09-22,1,Fully Shipped
SO/CUT1/26/01579,2025-09-22,1,Fully Shipped
SO/CUT1/26/01580,2025-09-22,1,Fully Shipped
SO/CUT1/26/01581,2025-09-23,1,Fully Shipped
SO/CUT1/26/01582,2025-09-23,1,Fully Shipped
SO/CUT1/26/01583,2025-09-23,1,Fully Shipped
SO/CUT1/26/01584,2025-09-19,1,Fully Shipped
SO/CUT1/26/01585,2025-09-24,1,Fully Shipped
SO/CUT1/26/01586,2025-09-24,1,Fully Shipped
SO/CUT1/26/01587,2025-09-24,1,Fully Shipped
SO/CUT1/26/01588,2025-09-24,1,Fully Shipped
SO/CUT1/26/01589,2025-09-24,1,Fully Shipped
SO/CUT1/26/01590,2025-09-24,1,Fully Shipped
SO/CUT1/26/01591,2025-09-24,1,Fully Shipped
SO/CUT1/26/01592,2025-09-24,1,Fully Shipped
SO/CUT1/26/01593,2025-09-24,1,Fully Shipped
SO/CUT1/26/01594,2025-09-24,1,Fully Shipped
SO/CUT1/26/01595,2025-09-24,1,Fully Shipped
SO/CUT1/26/01596,2025-09-24,1,Fully Shipped
SO/CUT1/26/01597,2025-09-24,1,Fully Shipped
SO/CUT1/26/01598,2025-09-24,1,Fully Shipped
SO/CUT1/26/01599,2025-09-24,1,Fully Shipped
SO/CUT1/26/01600,2025-09-24,1,Fully Shipped
SO/CUT1/26/01601,2025-09-25,1,Fully Shipped
SO/CUT1/26/01602,2025-09-25,1,Fully Shipped
SO/CUT1/26/01603,2025-09-25,1,Fully Shipped
SO/CUT1/26/01604,2025-09-25,1,Fully Shipped
SO/CUT1/26/01605,2025-09-25,1,Fully Shipped
SO/CUT1/26/01606,2025-09-25,1,Fully Shipped
SO/CUT1/26/01607,2025-09-25,1,Fully Shipped
SO/CUT1/26/01608,2025-09-25,1,Fully Shipped
SO/CUT1/26/01609,2025-09-25,1,Fully Shipped
SO/CUT1/26/01610,2025-09-25,1,Fully Shipped
SO/CUT1/26/01611,2025-09-25,1,Fully Shipped
SO/CUT1/26/01612,2025-09-25,1,Fully Shipped
SO/CUT1/26/01613,2025-09-25,1,Fully Shipped
SO/CUT1/26/01614,2025-09-25,1,Fully Shipped
SO/CUT1/26/01615,2025-09-25,1,Fully Shipped
SO/CUT1/26/01616,2025-09-26,1,Fully Shipped
SO/CUT1/26/01617,2025-09-26,1,Fully Shipped
SO/CUT1/26/01618,2025-09-26,1,Fully Shipped
SO/CUT1/26/01619,2025-09-27,1,Fully Shipped
SO/CUT1/26/01620,2025-09-27,1,Fully Shipped
SO/CUT1/26/01621,2025-09-29,1,Fully Shipped
SO/CUT1/26/01622,2025-09-29,1,Fully Shipped
SO/CUT1/26/01623,2025-09-29,1,Fully Shipped
SO/CUT1/26/01624,2025-09-29,1,Fully Shipped
SO/CUT1/26/01625,2025-09-29,1,Fully Shipped
SO/CUT1/26/01626,2025-09-29,1,Fully Shipped
SO/CUT1/26/01627,2025-09-30,1,Fully Shipped
SO/CUT1/26/01628,2025-09-30,1,Fully Shipped
SO/CUT1/26/01629,2025-09-30,1,Fully Shipped
SO/CUT1/26/01630,2025-09-30,1,Fully Shipped
SO/CUT1/26/01631,2025-09-30,1,Fully Shipped
SO/CUT1/26/01632,2025-09-30,1,Fully Shipped
SO/CUT1/26/01633,2025-09-30,1,Fully Shipped
SO/CUT1/26/01634,2025-09-30,1,Fully Shipped
SO/CUT1/26/01635,2025-09-30,1,Fully Shipped
SO/CUT1/26/01636,2025-09-30,1,Fully Shipped
SO/CUT1/26/01637,2025-09-30,1,Fully Shipped
SO/CUT1/26/01638,2025-09-30,1,Fully Shipped
SO/CUT1/26/01639,2025-09-30,1,Fully Shipped
SO/CUT1/26/01640,2025-09-30,1,Fully Shipped
SO/CUT1/26/01641,2025-09-30,1,Fully Shipped
SO/CUT1/26/01642,2025-09-30,1,Fully Shipped
SO/CUT1/26/01643,2025-09-30,1,Fully Shipped
SO/CUT1/26/01644,2025-09-30,1,Fully Shipped
SO/CUT1/26/01645,2025-09-30,1,Fully Shipped
SO/CUT1/26/01646,2025-09-30,1,Fully Shipped
SO/CUT1/26/01647,2025-09-30,1,Fully Shipped
SO/CUT1/26/01648,2025-09-30,1,Fully Shipped
SO/CUT1/26/01649,2025-09-30,1,Fully Shipped
SO/CUT1/26/01650,2025-09-30,1,Fully Shipped
SO/CUT1/26/01651,2025-09-30,1,Fully Shipped
SO/CUT1/26/01652,2025-09-30,1,Fully Shipped
SO/CUT1/26/01653,2025-09-30,1,Fully Shipped
SO/CUT1/26/01654,2025-09-30,1,Fully Shipped
SO/CUT1/26/01655,2025-09-30,1,Fully Shipped
SO/CUT1/26/01656,2025-09-30,1,Fully Shipped
SO/CUT1/26/01657,2025-09-30,1,Fully Shipped
SO/CUT1/26/01658,2025-09-30,1,Fully Shipped
SO/CUT1/26/01659,2025-09-30,1,Fully Shipped
SO/CUT1/26/01660,2025-09-30,1,Fully Shipped
SO/CUT1/26/01661,2025-09-30,1,Fully Shipped
SO/CUT1/26/01662,2025-09-30,1,Fully Shipped
SO/CUT1/26/01663,2025-09-30,1,Fully Shipped
SO/CUT1/26/01664,2025-09-30,1,Fully Shipped
SO/CUT1/26/01665,2025-09-30,1,Fully Shipped
SO/CUT1/26/01666,2025-09-30,1,Fully Shipped
SO/CUT1/26/01667,2025-09-30,1,Fully Shipped
SO/CUT1/26/01668,2025-09-30,1,Fully Shipped
SO/CUT1/26/01669,2025-09-30,1,Fully Shipped
SO/CUT1/26/01670,2025-09-30,1,Fully Shipped
SO/CUT1/26/01671,2025-09-30,1,Fully Shipped
SO/CUT1/26/01672,2025-09-30,1,Fully Shipped
SO/CUT1/26/01673,2025-09-30,1,Fully Shipped
SO/CUT1/26/01674,2025-09-30,1,Fully Shipped
SO/CUT1/26/01675,2025-09-30,1,Fully Shipped
SO/CUT1/26/01676,2025-09-30,1,Fully Shipped
SO/CUT1/26/01677,2025-09-30,1,Fully Shipped
SO/CUT1/26/01678,2025-09-30,1,Fully Shipped
SO/CUT1/26/01679,2025-09-30,1,Fully Shipped
SO/CUT1/26/01680,2025-09-30,1,Fully Shipped
SO/CUT1/26/01681,2025-09-30,1,Fully Shipped
SO/CUT1/26/01682,2025-09-30,1,Fully Shipped
SO/CUT1/26/01683,2025-09-30,1,Fully Shipped
SO/CUT1/26/01684,2025-09-30,1,Fully Shipped
SO/CUT1/26/01685,2025-09-30,1,Fully Shipped
SO/CUT1/26/01686,2025-09-30,1,Fully Shipped
SO/CUT1/26/01687,2025-09-30,1,Fully Shipped
SO/CUT1/26/01688,2025-09-30,1,Fully Shipped
SO/CUT1/26/01689,2025-09-30,1,Fully Shipped
SO/CUT1/26/01690,2025-09-30,0,Not Shipped
SO/CUT1/26/01691,2025-09-30,1,Fully Shipped
SO/CUT1/26/01692,2025-09-30,1,Fully Shipped
SO/CUT1/26/01693,2025-09-30,1,Fully Shipped
SO/CUT1/26/01694,2025-09-30,1,Fully Shipped
SO/CUT1/26/01695,2025-09-30,1,Fully Shipped
SO/CUT1/26/01696,2025-09-30,1,Fully Shipped
SO/CUT1/26/01697,2025-09-30,1,Fully Shipped
SO/CUT1/26/01698,2025-09-30,1,Fully Shipped
SO/CUT1/26/01699,2025-09-30,1,Fully Shipped
SO/CUT1/26/01700,2025-09-30,1,Fully Shipped
SO/CUT1/26/01701,2025-09-30,1,Fully Shipped
SO/CUT1/26/01702,2025-09-30,1,Fully Shipped
SO/CUT1/26/01703,2025-09-30,1,Fully Shipped
SO/CUT1/26/01704,2025-09-30,1,Fully Shipped
SO/CUT1/26/01705,2025-09-30,1,Fully Shipped
SO/CUT1/26/01706,2025-09-30,1,Fully Shipped
SO/CUT1/26/01707,2025-09-30,1,Fully Shipped
SO/CUT1/26/01708,2025-09-30,1,Fully Shipped
SO/CUT1/26/01709,2025-09-30,1,Fully Shipped
SO/CUT1/26/01710,2025-09-30,1,Fully Shipped
SO/CUT1/26/01711,2025-09-30,1,Fully Shipped
SO/CUT1/26/01712,2025-09-30,1,Fully Shipped
SO/CUT1/26/01713,2025-09-30,1,Fully Shipped
SO/CUT1/26/01714,2025-09-30,1,Fully Shipped
SO/CUT1/26/01715,2025-09-30,1,Fully Shipped
SO/CUT1/26/01716,2025-09-30,1,Fully Shipped
SO/CUT1/26/01717,2025-09-30,1,Fully Shipped
SO/CUT1/26/01718,2025-09-30,1,Fully Shipped
SO/CUT1/26/01719,2025-09-30,1,Fully Shipped
SO/CUT1/26/01720,2025-09-30,1,Fully Shipped
SO/CUT1/26/01721,2025-09-30,1,Fully Shipped
SO/CUT1/26/01722,2025-09-30,1,Fully Shipped
SO/CUT1/26/01723,2025-10-07,1,Fully Shipped
SO/CUT1/26/01724,2025-10-07,1,Fully Shipped
SO/CUT1/26/01725,2025-10-08,1,Fully Shipped
SO/CUT1/26/01726,2025-10-08,1,Fully Shipped
SO/CUT1/26/01727,2025-10-09,1,Fully Shipped
SO/CUT1/26/01728,2025-10-09,1,Fully Shipped
SO/CUT1/26/01729,2025-10-09,1,Fully Shipped
SO/CUT1/26/01730,2025-10-09,1,Fully Shipped
SO/CUT1/26/01731,2025-10-09,1,Fully Shipped
SO/CUT1/26/01732,2025-10-09,1,Fully Shipped
SO/CUT1/26/01733,2025-10-09,1,Fully Shipped
SO/CUT1/26/01734,2025-10-10,1,Fully Shipped
SO/CUT1/26/01735,2025-10-11,1,Fully Shipped
SO/CUT1/26/01736,2025-10-10,1,Fully Shipped
SO/CUT1/26/01737,2025-10-11,1,Fully Shipped
SO/CUT1/26/01738,2025-10-11,1,Fully Shipped
SO/CUT1/26/01739,2025-10-11,1,Fully Shipped
SO/CUT1/26/01740,2025-10-11,1,Fully Shipped
SO/CUT1/26/01741,2025-10-13,1,Fully Shipped
SO/CUT1/26/01742,2025-10-13,1,Fully Shipped
SO/CUT1/26/01743,2025-10-13,1,Fully Shipped
SO/CUT1/26/01744,2025-10-13,1,Fully Shipped
SO/CUT1/26/01745,2025-10-14,1,Fully Shipped
SO/CUT1/26/01746,2025-10-14,0,Not Shipped
SO/CUT1/26/01747,2025-10-14,1,Fully Shipped
SO/CUT1/26/01748,2025-10-14,1,Fully Shipped
SO/CUT1/26/01749,2025-10-14,1,Fully Shipped
SO/CUT1/26/01750,2025-10-14,1,Fully Shipped
SO/CUT1/26/01751,2025-10-14,1,Fully Shipped
SO/CUT1/26/01752,2025-10-15,1,Fully Shipped
SO/CUT1/26/01753,2025-10-15,1,Fully Shipped
SO/CUT1/26/01754,2025-10-15,1,Fully Shipped
SO/CUT1/26/01755,2025-10-16,1,Fully Shipped
SO/CUT1/26/01756,2025-10-16,1,Fully Shipped
SO/CUT1/26/01757,2025-10-17,1,Fully Shipped
SO/CUT1/26/01758,2025-10-17,1,Fully Shipped
SO/CUT1/26/01759,2025-10-17,1,Fully Shipped
SO/CUT1/26/01760,2025-10-17,1,Fully Shipped
SO/CUT1/26/01761,2025-10-20,1,Fully Shipped
SO/CUT1/26/01762,2025-10-20,1,Fully Shipped
SO/CUT1/26/01763,2025-10-20,1,Fully Shipped
SO/CUT1/26/01764,2025-10-20,1,Fully Shipped
SO/CUT1/26/01765,2025-10-20,1,Fully Shipped
SO/CUT1/26/01766,2025-10-20,1,Fully Shipped
SO/CUT1/26/01767,2025-10-20,1,Fully Shipped
SO/CUT1/26/01768,2025-10-22,1,Fully Shipped
SO/CUT1/26/01769,2025-10-22,1,Fully Shipped
SO/CUT1/26/01770,2025-10-22,1,Fully Shipped
SO/CUT1/26/01771,2025-10-23,1,Fully Shipped
SO/CUT1/26/01772,2025-10-23,1,Fully Shipped
SO/CUT1/26/01773,2025-10-23,1,Fully Shipped
SO/CUT1/26/01774,2025-10-23,1,Fully Shipped
SO/CUT1/26/01775,2025-10-24,1,Fully Shipped
SO/CUT1/26/01776,2025-10-24,1,Fully Shipped
SO/CUT1/26/01777,2025-10-24,1,Fully Shipped
SO/CUT1/26/01778,2025-10-24,1,Fully Shipped
SO/CUT1/26/01779,2025-10-24,1,Fully Shipped
SO/CUT1/26/01780,2025-10-24,1,Fully Shipped
SO/CUT1/26/01781,2025-10-25,1,Fully Shipped
SO/CUT1/26/01782,2025-10-25,1,Fully Shipped
SO/CUT1/26/01783,2025-10-25,1,Fully Shipped
SO/CUT1/26/01784,2025-10-25,1,Fully Shipped
SO/CUT1/26/01785,2025-10-25,1,Fully Shipped
SO/CUT1/26/01786,2025-10-25,1,Fully Shipped
SO/CUT1/26/01787,2025-10-25,1,Fully Shipped
SO/CUT1/26/01788,2025-10-25,1,Fully Shipped
SO/CUT1/26/01789,2025-10-27,1,Fully Shipped
SO/CUT1/26/01790,2025-10-27,1,Fully Shipped
SO/CUT1/26/01791,2025-10-27,1,Fully Shipped
SO/CUT1/26/01792,2025-10-27,1,Fully Shipped
SO/CUT1/26/01793,2025-10-27,1,Fully Shipped
SO/CUT1/26/01794,2025-10-27,1,Fully Shipped
SO/CUT1/26/01795,2025-10-28,1,Fully Shipped
SO/CUT1/26/01796,2025-10-28,1,Fully Shipped
SO/CUT1/26/01797,2025-10-28,1,Fully Shipped
SO/CUT1/26/01798,2025-10-28,1,Fully Shipped
SO/CUT1/26/01799,2025-10-28,1,Fully Shipped
SO/CUT1/26/01800,2025-10-28,1,Fully Shipped
SO/CUT1/26/01801,2025-10-28,1,Fully Shipped
SO/CUT1/26/01802,2025-10-29,1,Fully Shipped
SO/CUT1/26/01803,2025-10-29,1,Fully Shipped
SO/CUT1/26/01804,2025-10-29,1,Fully Shipped
SO/CUT1/26/01805,2025-10-29,1,Fully Shipped
SO/CUT1/26/01806,2025-10-29,1,Fully Shipped
SO/CUT1/26/01807,2025-10-29,1,Fully Shipped
SO/CUT1/26/01808,2025-10-29,1,Fully Shipped
SO/CUT1/26/01809,2025-10-29,1,Fully Shipped
SO/CUT1/26/01810,2025-10-29,1,Fully Shipped
SO/CUT1/26/01811,2025-10-29,1,Fully Shipped
SO/CUT1/26/01812,2025-10-30,1,Fully Shipped
SO/CUT1/26/01813,2025-10-30,1,Fully Shipped
SO/CUT1/26/01814,2025-10-30,1,Fully Shipped
SO/CUT1/26/01815,2025-10-30,1,Fully Shipped
SO/CUT1/26/01816,2025-10-30,1,Fully Shipped
SO/CUT1/26/01817,2025-10-30,1,Fully Shipped
SO/CUT1/26/01818,2025-10-30,1,Fully Shipped
SO/CUT1/26/01819,2025-10-30,1,Fully Shipped
SO/CUT1/26/01820,2025-10-30,1,Fully Shipped
SO/CUT1/26/01821,2025-10-30,1,Fully Shipped
SO/CUT1/26/01822,2025-10-30,1,Fully Shipped
SO/CUT1/26/01823,2025-10-30,1,Fully Shipped
SO/CUT1/26/01824,2025-10-30,1,Fully Shipped
SO/CUT1/26/01825,2025-10-30,1,Fully Shipped
SO/CUT1/26/01826,2025-10-30,1,Fully Shipped
SO/CUT1/26/01827,2025-10-30,1,Fully Shipped
SO/CUT1/26/01828,2025-10-30,1,Fully Shipped
SO/CUT1/26/01829,2025-10-30,1,Fully Shipped
SO/CUT1/26/01830,2025-10-30,1,Fully Shipped
SO/CUT1/26/01831,2025-10-30,1,Fully Shipped
SO/CUT1/26/01832,2025-10-31,1,Fully Shipped
SO/CUT1/26/01833,2025-10-31,1,Fully Shipped
SO/CUT1/26/01834,2025-10-31,1,Fully Shipped
SO/CUT1/26/01835,2025-10-31,1,Fully Shipped
SO/CUT1/26/01836,2025-10-31,1,Fully Shipped
SO/CUT1/26/01837,2025-10-31,1,Fully Shipped
SO/CUT1/26/01838,2025-10-31,1,Fully Shipped
SO/CUT1/26/01839,2025-10-31,1,Fully Shipped
SO/CUT1/26/01840,2025-10-31,1,Fully Shipped
SO/CUT1/26/01841,2025-10-31,1,Fully Shipped
SO/CUT1/26/01842,2025-10-31,1,Fully Shipped
SO/CUT1/26/01843,2025-10-31,1,Fully Shipped
SO/CUT1/26/01844,2025-10-31,1,Fully Shipped
SO/CUT1/26/01845,2025-10-31,1,Fully Shipped
SO/CUT1/26/01846,2025-10-31,1,Fully Shipped
SO/CUT1/26/01847,2025-10-31,1,Fully Shipped
SO/CUT1/26/01848,2025-10-31,1,Fully Shipped
SO/CUT1/26/01849,2025-10-31,1,Fully Shipped
SO/CUT1/26/01850,2025-10-31,1,Fully Shipped
SO/CUT1/26/01851,2025-10-31,1,Fully Shipped
SO/CUT1/26/01852,2025-10-31,1,Fully Shipped
SO/CUT1/26/01853,2025-10-31,1,Fully Shipped
SO/CUT1/26/01854,2025-10-31,1,Fully Shipped
SO/CUT1/26/01855,2025-10-31,1,Fully Shipped
SO/CUT1/26/01856,2025-10-31,1,Fully Shipped
SO/CUT1/26/01857,2025-10-31,1,Fully Shipped
SO/CUT1/26/01858,2025-10-31,1,Fully Shipped
SO/CUT1/26/01859,2025-10-31,1,Fully Shipped
SO/CUT1/26/01860,2025-10-31,1,Fully Shipped
SO/CUT1/26/01861,2025-10-31,1,Fully Shipped
SO/CUT1/26/01862,2025-10-31,1,Fully Shipped
SO/CUT1/26/01863,2025-10-31,1,Fully Shipped
SO/CUT1/26/01864,2025-10-31,1,Fully Shipped
SO/CUT1/26/01865,2025-10-31,1,Fully Shipped
SO/CUT1/26/01866,2025-10-31,1,Fully Shipped
SO/CUT1/26/01867,2025-11-01,1,Fully Shipped
SO/CUT1/26/01868,2025-10-31,1,Fully Shipped
SO/CUT1/26/01869,2025-10-31,1,Fully Shipped
SO/CUT1/26/01870,2025-10-31,1,Fully Shipped
SO/CUT1/26/01871,2025-10-31,1,Fully Shipped
SO/CUT1/26/01872,2025-10-31,1,Fully Shipped
SO/CUT1/26/01873,2025-10-31,1,Fully Shipped
SO/CUT1/26/01874,2025-10-31,1,Fully Shipped
SO/CUT1/26/01875,2025-10-31,1,Fully Shipped
SO/CUT1/26/01876,2025-10-31,1,Fully Shipped
SO/CUT1/26/01877,2025-10-31,1,Fully Shipped
SO/CUT1/26/01878,2025-10-31,1,Fully Shipped
SO/CUT1/26/01879,2025-10-31,1,Fully Shipped
SO/CUT1/26/01880,2025-10-31,1,Fully Shipped
SO/CUT1/26/01881,2025-10-31,1,Fully Shipped
SO/CUT1/26/01882,2025-10-31,1,Fully Shipped
SO/CUT1/26/01883,2025-10-31,1,Fully Shipped
SO/CUT1/26/01884,2025-10-31,1,Fully Shipped
SO/CUT1/26/01885,2025-10-31,1,Fully Shipped
SO/CUT1/26/01886,2025-10-31,1,Fully Shipped
SO/CUT1/26/01887,2025-10-31,1,Fully Shipped
SO/CUT1/26/01888,2025-10-31,1,Fully Shipped
SO/CUT1/26/01889,2025-10-31,1,Fully Shipped
SO/CUT1/26/01890,2025-10-31,1,Fully Shipped
SO/CUT1/26/01891,2025-10-31,1,Fully Shipped
SO/CUT1/26/01892,2025-10-31,1,Fully Shipped
SO/CUT1/26/01893,2025-10-31,1,Fully Shipped
SO/CUT1/26/01894,2025-10-31,1,Fully Shipped
SO/CUT1/26/01895,2025-10-31,1,Fully Shipped
SO/CUT1/26/01896,2025-10-31,1,Fully Shipped
SO/CUT1/26/01897,2025-10-31,1,Fully Shipped
SO/CUT1/26/01898,2025-10-31,1,Fully Shipped
SO/CUT1/26/01899,2025-10-31,1,Fully Shipped
SO/CUT1/26/01900,2025-10-31,1,Fully Shipped
SO/CUT1/26/01901,2025-10-31,1,Fully Shipped
SO/CUT1/26/01902,2025-10-31,1,Fully Shipped
SO/CUT1/26/01903,2025-10-31,1,Fully Shipped
SO/CUT1/26/01904,2025-10-31,1,Fully Shipped
SO/CUT1/26/01905,2025-10-31,1,Fully Shipped
SO/CUT1/26/01906,2025-10-31,1,Fully Shipped
SO/CUT1/26/01907,2025-10-31,1,Fully Shipped
SO/CUT1/26/01908,2025-10-31,1,Fully Shipped
SO/CUT1/26/01909,2025-10-31,1,Fully Shipped
SO/CUT1/26/01910,2025-10-31,1,Fully Shipped
SO/CUT1/26/01911,2025-10-31,1,Fully Shipped
SO/CUT1/26/01912,2025-10-31,1,Fully Shipped
SO/CUT1/26/01913,2025-10-31,1,Fully Shipped
SO/CUT1/26/01914,2025-10-31,1,Fully Shipped
SO/CUT1/26/01915,2025-10-31,1,Fully Shipped
SO/CUT1/26/01916,2025-10-31,1,Fully Shipped
SO/CUT1/26/01917,2025-10-31,1,Fully Shipped
SO/CUT1/26/01918,2025-10-31,1,Fully Shipped
SO/CUT1/26/01919,2025-10-31,1,Fully Shipped
SO/CUT1/26/01920,2025-10-31,1,Fully Shipped
SO/CUT1/26/01921,2025-10-31,1,Fully Shipped
SO/CUT1/26/01922,2025-10-31,1,Fully Shipped
SO/CUT1/26/01923,2025-10-31,1,Fully Shipped
SO/CUT1/26/01924,2025-10-31,1,Fully Shipped
SO/CUT1/26/01925,2025-10-31,1,Fully Shipped
SO/CUT1/26/01926,2025-10-31,1,Fully Shipped
SO/CUT1/26/01927,2025-10-31,1,Fully Shipped
SO/CUT1/26/01928,2025-10-31,1,Fully Shipped
SO/CUT1/26/01929,2025-10-31,1,Fully Shipped
SO/CUT1/26/01930,2025-10-31,1,Fully Shipped
SO/CUT1/26/01931,2025-10-31,1,Fully Shipped
SO/CUT1/26/01932,2025-10-31,1,Fully Shipped
SO/CUT1/26/01933,2025-10-31,1,Fully Shipped
SO/CUT1/26/01934,2025-10-31,1,Fully Shipped
SO/CUT1/26/01935,2025-10-31,1,Fully Shipped
SO/CUT1/26/01936,2025-10-31,1,Fully Shipped
SO/CUT1/26/01937,2025-10-31,1,Fully Shipped
SO/CUT1/26/01938,2025-10-31,1,Fully Shipped
SO/CUT1/26/01939,2025-10-31,1,Fully Shipped
SO/CUT1/26/01940,2025-10-31,0,Not Shipped
SO/CUT1/26/01941,2025-10-31,1,Fully Shipped
SO/CUT1/26/01942,2025-10-31,1,Fully Shipped
SO/CUT1/26/01943,2025-10-31,1,Fully Shipped
SO/CUT1/26/01944,2025-10-31,1,Fully Shipped
SO/CUT1/26/01945,2025-10-31,1,Fully Shipped
SO/CUT1/26/01946,2025-10-31,1,Fully Shipped
SO/CUT1/26/01947,2025-10-31,1,Fully Shipped
SO/CUT1/26/01948,2025-10-31,1,Fully Shipped
SO/CUT1/26/01949,2025-10-31,1,Fully Shipped
SO/CUT1/26/01950,2025-10-31,1,Fully Shipped
SO/CUT1/26/01951,2025-10-31,1,Fully Shipped
SO/CUT1/26/01952,2025-10-31,1,Fully Shipped
SO/CUT1/26/01953,2025-10-31,1,Fully Shipped
SO/CUT1/26/01954,2025-10-31,1,Fully Shipped
SO/CUT1/26/01955,2025-10-31,1,Fully Shipped
SO/CUT1/26/01956,2025-10-31,0,Not Shipped
SO/CUT1/26/01957,2025-10-31,1,Fully Shipped
